timestamp,proxy_name,experiment_id,session_id,direction,event_index,byte_length,inter_event_gap_ms,frame_id,encoded_bit,recovered_bit,crc_status
1789651306.089700,proxy_b,work917,work917-docker-001,forward,36,384,1.637,,,0,searching
1789651306.090069,proxy_b,work917,work917-docker-001,reverse,29,384,1.217,,,,
1789651306.090748,proxy_b,work917,work917-docker-001,forward,37,192,1.048,,,1,searching
1789651306.211642,proxy_b,work917,work917-docker-001,forward,38,192,120.894,,,1,searching
1789651306.212415,proxy_b,work917,work917-docker-001,reverse,30,384,122.346,,,,
1789651306.213697,proxy_b,work917,work917-docker-001,forward,39,192,2.055,,,1,searching
1789651306.334271,proxy_b,work917,work917-docker-001,forward,40,192,120.574,,,1,searching
1789651306.335060,proxy_b,work917,work917-docker-001,reverse,31,384,122.644,,,,
1789651306.336103,proxy_b,work917,work917-docker-001,forward,41,192,1.833,,,1,searching
1789651306.456805,proxy_b,work917,work917-docker-001,forward,42,192,120.701,,,1,searching
1789651306.457368,proxy_b,work917,work917-docker-001,reverse,32,384,122.308,,,,
1789651306.458257,proxy_b,work917,work917-docker-001,forward,43,192,1.452,,,1,searching
1789651306.579507,proxy_b,work917,work917-docker-001,forward,44,192,121.250,,,1,searching
1789651306.580630,proxy_b,work917,work917-docker-001,reverse,33,384,123.262,,,,
1789651306.581765,proxy_b,work917,work917-docker-001,forward,45,384,2.258,,,0,searching
1789651306.582196,proxy_b,work917,work917-docker-001,reverse,34,384,1.566,,,,
1789651306.584456,proxy_b,work917,work917-docker-001,forward,46,384,2.691,,,0,searching
1789651306.584876,proxy_b,work917,work917-docker-001,reverse,35,384,2.680,,,,
1789651306.585671,proxy_b,work917,work917-docker-001,forward,47,192,1.216,,,1,searching
1789651306.706208,proxy_b,work917,work917-docker-001,forward,48,192,120.537,,,1,searching
1789651306.706777,proxy_b,work917,work917-docker-001,reverse,36,384,121.901,,,,
1789651306.707661,proxy_b,work917,work917-docker-001,forward,49,384,1.453,,,0,searching
1789651306.707985,proxy_b,work917,work917-docker-001,reverse,37,384,1.208,,,,
1789651306.708774,proxy_b,work917,work917-docker-001,forward,50,192,1.113,,,1,searching
1789651306.830080,proxy_b,work917,work917-docker-001,forward,51,192,121.306,,,1,searching
1789651306.830963,proxy_b,work917,work917-docker-001,reverse,38,384,122.978,,,,
1789651306.835319,proxy_b,work917,work917-docker-001,forward,52,192,5.239,,,1,searching
1789651306.955781,proxy_b,work917,work917-docker-001,forward,53,192,120.461,,,1,searching
1789651306.956286,proxy_b,work917,work917-docker-001,reverse,39,384,125.323,,,,
1789651306.959459,proxy_b,work917,work917-docker-001,forward,54,192,3.678,,,1,searching
1789651307.080045,proxy_b,work917,work917-docker-001,forward,55,192,120.586,,,1,searching
1789651307.080953,proxy_b,work917,work917-docker-001,reverse,40,384,124.667,,,,
1789651307.081940,proxy_b,work917,work917-docker-001,forward,56,192,1.895,,,1,searching
1789651307.202518,proxy_b,work917,work917-docker-001,forward,57,192,120.579,,,1,searching
1789651307.203042,proxy_b,work917,work917-docker-001,reverse,41,384,122.089,,,,
1789651307.203996,proxy_b,work917,work917-docker-001,forward,58,384,1.477,,,0,searching
1789651307.204390,proxy_b,work917,work917-docker-001,reverse,42,384,1.348,,,,
1789651307.205231,proxy_b,work917,work917-docker-001,forward,59,192,1.235,,,1,searching
1789651307.325714,proxy_b,work917,work917-docker-001,forward,60,192,120.483,,,1,searching
1789651307.326722,proxy_b,work917,work917-docker-001,reverse,43,384,122.332,,,,
1789651307.329826,proxy_b,work917,work917-docker-001,forward,61,384,4.112,,,0,searching
1789651307.330612,proxy_b,work917,work917-docker-001,reverse,44,384,3.890,,,,
1789651307.331664,proxy_b,work917,work917-docker-001,forward,62,384,1.839,,,0,searching
1789651307.332035,proxy_b,work917,work917-docker-001,reverse,45,384,1.423,,,,
1789651307.333118,proxy_b,work917,work917-docker-001,forward,63,384,1.453,,,0,searching
1789651307.333446,proxy_b,work917,work917-docker-001,reverse,46,384,1.410,,,,
1789651307.334249,proxy_b,work917,work917-docker-001,forward,64,384,1.132,,,0,searching
1789651307.334565,proxy_b,work917,work917-docker-001,reverse,47,384,1.120,,,,
1789651307.335299,proxy_b,work917,work917-docker-001,forward,65,192,1.050,,,1,searching
1789651307.455827,proxy_b,work917,work917-docker-001,forward,66,192,120.527,,,1,searching
1789651307.456437,proxy_b,work917,work917-docker-001,reverse,48,384,121.871,,,,
1789651307.457305,proxy_b,work917,work917-docker-001,forward,67,384,1.479,,,0,searching
1789651307.457638,proxy_b,work917,work917-docker-001,reverse,49,384,1.201,,,,
1789651307.458460,proxy_b,work917,work917-docker-001,forward,68,384,1.155,,,0,searching
1789651307.458744,proxy_b,work917,work917-docker-001,reverse,50,384,1.106,,,,
1789651307.459606,proxy_b,work917,work917-docker-001,forward,69,384,1.146,,,0,searching
1789651307.459862,proxy_b,work917,work917-docker-001,reverse,51,384,1.118,,,,
1789651307.461973,proxy_b,work917,work917-docker-001,forward,70,192,2.367,,,1,searching
1789651307.582477,proxy_b,work917,work917-docker-001,forward,71,192,120.504,,,1,searching
1789651307.583055,proxy_b,work917,work917-docker-001,reverse,52,384,123.193,,,,
1789651307.583926,proxy_b,work917,work917-docker-001,forward,72,384,1.449,,,0,searching
1789651307.584277,proxy_b,work917,work917-docker-001,reverse,53,384,1.222,,,,
1789651307.585272,proxy_b,work917,work917-docker-001,forward,73,384,1.346,,,0,searching
1789651307.585600,proxy_b,work917,work917-docker-001,reverse,54,384,1.323,,,,
1789651307.586355,proxy_b,work917,work917-docker-001,forward,74,384,1.083,,,0,searching
1789651307.586665,proxy_b,work917,work917-docker-001,reverse,55,384,1.065,,,,
1789651307.587369,proxy_b,work917,work917-docker-001,forward,75,384,1.014,,,0,searching
1789651307.587654,proxy_b,work917,work917-docker-001,reverse,56,384,0.989,,,,
1789651307.588384,proxy_b,work917,work917-docker-001,forward,76,384,1.015,,,0,searching
1789651307.588725,proxy_b,work917,work917-docker-001,reverse,57,384,1.071,,,,
1789651307.589410,proxy_b,work917,work917-docker-001,forward,77,384,1.026,,,0,searching
1789651307.589691,proxy_b,work917,work917-docker-001,reverse,58,384,0.965,,,,
1789651307.590364,proxy_b,work917,work917-docker-001,forward,78,384,0.955,,,0,searching
1789651307.590625,proxy_b,work917,work917-docker-001,reverse,59,384,0.935,,,,
1789651307.591397,proxy_b,work917,work917-docker-001,forward,79,384,1.032,,,0,searching
1789651307.591764,proxy_b,work917,work917-docker-001,reverse,60,384,1.139,,,,
1789651307.592902,proxy_b,work917,work917-docker-001,forward,80,384,1.505,,,0,searching
1789651307.593199,proxy_b,work917,work917-docker-001,reverse,61,384,1.434,,,,
1789651307.596080,proxy_b,work917,work917-docker-001,forward,81,384,3.179,,,0,searching
1789651307.596671,proxy_b,work917,work917-docker-001,reverse,62,384,3.472,,,,
1789651307.598121,proxy_b,work917,work917-docker-001,forward,82,192,2.041,,,1,searching
1789651307.718785,proxy_b,work917,work917-docker-001,forward,83,192,120.663,,,1,searching
1789651307.719303,proxy_b,work917,work917-docker-001,reverse,63,384,122.633,,,,
1789651307.720545,proxy_b,work917,work917-docker-001,forward,84,192,1.760,,,1,searching
1789651307.840986,proxy_b,work917,work917-docker-001,forward,85,192,120.441,,,1,searching
1789651307.841541,proxy_b,work917,work917-docker-001,reverse,64,384,122.238,,,,
1789651307.842983,proxy_b,work917,work917-docker-001,forward,86,192,1.997,,,1,searching
1789651307.963574,proxy_b,work917,work917-docker-001,forward,87,192,120.591,,,1,searching
1789651307.964269,proxy_b,work917,work917-docker-001,reverse,65,384,122.728,,,,
1789651307.965228,proxy_b,work917,work917-docker-001,forward,88,384,1.654,,,0,searching
1789651307.965677,proxy_b,work917,work917-docker-001,reverse,66,384,1.408,,,,
1789651307.966433,proxy_b,work917,work917-docker-001,forward,89,384,1.205,,,0,searching
1789651307.966891,proxy_b,work917,work917-docker-001,reverse,67,384,1.214,,,,
1789651307.968352,proxy_b,work917,work917-docker-001,forward,90,192,1.919,,,1,searching
1789651308.089028,proxy_b,work917,work917-docker-001,forward,91,192,120.675,,,1,searching
1789651308.089692,proxy_b,work917,work917-docker-001,reverse,68,384,122.801,,,,
1789651308.091303,proxy_b,work917,work917-docker-001,forward,92,384,2.275,,,0,searching
1789651308.091715,proxy_b,work917,work917-docker-001,reverse,69,384,2.023,,,,
1789651308.092615,proxy_b,work917,work917-docker-001,forward,93,192,1.312,,,1,searching
1789651308.213235,proxy_b,work917,work917-docker-001,forward,94,192,120.620,,,1,searching
1789651308.214113,proxy_b,work917,work917-docker-001,reverse,70,384,122.397,,,,
1789651308.215830,proxy_b,work917,work917-docker-001,forward,95,384,2.595,,,0,searching
1789651308.216381,proxy_b,work917,work917-docker-001,reverse,71,384,2.268,,,,
1789651308.217286,proxy_b,work917,work917-docker-001,forward,96,192,1.456,,,1,searching
1789651308.337960,proxy_b,work917,work917-docker-001,forward,97,192,120.674,,,1,searching
1789651308.338554,proxy_b,work917,work917-docker-001,reverse,72,384,122.174,,,,
1789651308.339419,proxy_b,work917,work917-docker-001,forward,98,384,1.459,,,0,searching
1789651308.339777,proxy_b,work917,work917-docker-001,reverse,73,384,1.223,,,,
1789651308.341419,proxy_b,work917,work917-docker-001,forward,99,384,2.000,,,0,searching
1789651308.341858,proxy_b,work917,work917-docker-001,reverse,74,384,2.081,,,,
1789651308.342834,proxy_b,work917,work917-docker-001,forward,100,384,1.416,,,0,searching
1789651308.343153,proxy_b,work917,work917-docker-001,reverse,75,384,1.295,,,,
1789651308.343894,proxy_b,work917,work917-docker-001,forward,101,384,1.060,,,0,searching
1789651308.346243,proxy_b,work917,work917-docker-001,reverse,76,384,3.089,,,,
1789651308.349342,proxy_b,work917,work917-docker-001,forward,102,384,5.448,,,0,searching
1789651308.349818,proxy_b,work917,work917-docker-001,reverse,77,384,3.576,,,,
1789651308.350731,proxy_b,work917,work917-docker-001,forward,103,384,1.389,,,0,searching
1789651308.351094,proxy_b,work917,work917-docker-001,reverse,78,384,1.276,,,,
1789651308.351890,proxy_b,work917,work917-docker-001,forward,104,384,1.159,,,0,searching
1789651308.352216,proxy_b,work917,work917-docker-001,reverse,79,384,1.122,,,,
1789651308.353036,proxy_b,work917,work917-docker-001,forward,105,384,1.146,,,0,searching
1789651308.353505,proxy_b,work917,work917-docker-001,reverse,80,384,1.289,,,,
1789651308.354296,proxy_b,work917,work917-docker-001,forward,106,384,1.260,,,0,searching
1789651308.354641,proxy_b,work917,work917-docker-001,reverse,81,384,1.136,,,,
1789651308.355351,proxy_b,work917,work917-docker-001,forward,107,384,1.055,,,0,searching
1789651308.355657,proxy_b,work917,work917-docker-001,reverse,82,384,1.015,,,,
1789651308.356419,proxy_b,work917,work917-docker-001,forward,108,384,1.068,,,0,searching
1789651308.356741,proxy_b,work917,work917-docker-001,reverse,83,384,1.084,,,,
1789651308.358070,proxy_b,work917,work917-docker-001,forward,109,192,1.651,,,1,searching
1789651308.479116,proxy_b,work917,work917-docker-001,forward,110,192,121.046,,,1,searching
1789651308.479804,proxy_b,work917,work917-docker-001,reverse,84,384,123.063,,,,
1789651308.481261,proxy_b,work917,work917-docker-001,forward,111,192,2.145,,,1,searching
1789651308.601880,proxy_b,work917,work917-docker-001,forward,112,192,120.619,,,1,searching
1789651308.602526,proxy_b,work917,work917-docker-001,reverse,85,384,122.723,,,,
1789651308.603390,proxy_b,work917,work917-docker-001,forward,113,192,1.509,,,1,searching
1789651308.724037,proxy_b,work917,work917-docker-001,forward,114,192,120.647,,,1,searching
1789651308.724843,proxy_b,work917,work917-docker-001,reverse,86,384,122.317,,,,
1789651308.725796,proxy_b,work917,work917-docker-001,forward,115,384,1.759,,,0,searching
1789651308.726169,proxy_b,work917,work917-docker-001,reverse,87,384,1.327,,,,
1789651308.727135,proxy_b,work917,work917-docker-001,forward,116,384,1.340,,,0,searching
1789651308.729011,proxy_b,work917,work917-docker-001,reverse,88,384,2.841,,,,
1789651308.730962,proxy_b,work917,work917-docker-001,forward,117,384,3.827,,,0,searching
1789651308.732466,proxy_b,work917,work917-docker-001,reverse,89,384,3.456,,,,
1789651308.733690,proxy_b,work917,work917-docker-001,forward,118,192,2.728,,,1,searching
1789651308.854260,proxy_b,work917,work917-docker-001,forward,119,192,120.570,,,1,searching
1789651308.854824,proxy_b,work917,work917-docker-001,reverse,90,384,122.357,,,,
1789651308.855665,proxy_b,work917,work917-docker-001,forward,120,384,1.405,,,0,searching
1789651308.856659,proxy_b,work917,work917-docker-001,reverse,91,384,1.835,,,,
1789651308.857586,proxy_b,work917,work917-docker-001,forward,121,384,1.921,,,0,searching
1789651308.857917,proxy_b,work917,work917-docker-001,reverse,92,384,1.257,,,,
1789651308.858668,proxy_b,work917,work917-docker-001,forward,122,192,1.081,,,1,searching
1789651308.979594,proxy_b,work917,work917-docker-001,forward,123,192,120.927,,,1,searching
1789651308.981145,proxy_b,work917,work917-docker-001,reverse,93,384,123.229,,,,
1789651308.982191,proxy_b,work917,work917-docker-001,forward,124,384,2.596,,,0,searching
1789651308.982573,proxy_b,work917,work917-docker-001,reverse,94,384,1.428,,,,
1789651308.983430,proxy_b,work917,work917-docker-001,forward,125,384,1.239,,,0,searching
1789651308.983912,proxy_b,work917,work917-docker-001,reverse,95,384,1.339,,,,
1789651308.984905,proxy_b,work917,work917-docker-001,forward,126,384,1.475,,,0,searching
1789651308.985233,proxy_b,work917,work917-docker-001,reverse,96,384,1.321,,,,
1789651308.985986,proxy_b,work917,work917-docker-001,forward,127,384,1.081,,,0,searching
1789651308.986293,proxy_b,work917,work917-docker-001,reverse,97,384,1.060,,,,
1789651308.987070,proxy_b,work917,work917-docker-001,forward,128,192,1.084,,,1,searching
1789651309.107599,proxy_b,work917,work917-docker-001,forward,129,192,120.529,,,1,searching
1789651309.108210,proxy_b,work917,work917-docker-001,reverse,98,384,121.917,,,,
1789651309.109395,proxy_b,work917,work917-docker-001,forward,130,192,1.796,,,1,searching
1789651309.229936,proxy_b,work917,work917-docker-001,forward,131,192,120.541,,,1,searching
1789651309.230694,proxy_b,work917,work917-docker-001,reverse,99,384,122.484,,,,
1789651309.231735,proxy_b,work917,work917-docker-001,forward,132,384,1.799,,,0,searching
1789651309.232155,proxy_b,work917,work917-docker-001,reverse,100,384,1.460,,,,
1789651309.233134,proxy_b,work917,work917-docker-001,forward,133,384,1.398,,,0,searching
1789651309.233566,proxy_b,work917,work917-docker-001,reverse,101,384,1.411,,,,
1789651309.234556,proxy_b,work917,work917-docker-001,forward,134,192,1.422,,,1,searching
1789651309.355210,proxy_b,work917,work917-docker-001,forward,135,192,120.654,,,1,searching
1789651309.355789,proxy_b,work917,work917-docker-001,reverse,102,384,122.224,,,,
1789651309.356733,proxy_b,work917,work917-docker-001,forward,136,384,1.523,,,0,searching
1789651309.357142,proxy_b,work917,work917-docker-001,reverse,103,384,1.352,,,,
1789651309.358756,proxy_b,work917,work917-docker-001,forward,137,192,2.023,,,1,searching
1789651309.479619,proxy_b,work917,work917-docker-001,forward,138,192,120.863,,,1,searching
1789651309.480220,proxy_b,work917,work917-docker-001,reverse,104,384,123.078,,,,
1789651309.481355,proxy_b,work917,work917-docker-001,forward,139,384,1.736,,,0,searching
1789651309.481966,proxy_b,work917,work917-docker-001,reverse,105,384,1.746,,,,
1789651309.482941,proxy_b,work917,work917-docker-001,forward,140,192,1.586,,,1,searching
1789651309.603648,proxy_b,work917,work917-docker-001,forward,141,192,120.707,,,1,searching
1789651309.604355,proxy_b,work917,work917-docker-001,reverse,106,384,122.389,,,,
1789651309.605466,proxy_b,work917,work917-docker-001,forward,142,192,1.818,,,1,searching
1789651309.726209,proxy_b,work917,work917-docker-001,forward,143,192,120.743,,,1,searching
1789651309.726925,proxy_b,work917,work917-docker-001,reverse,107,384,122.570,,,,
1789651309.731192,proxy_b,work917,work917-docker-001,forward,144,384,4.983,,,0,searching
1789651309.731808,proxy_b,work917,work917-docker-001,reverse,108,384,4.883,,,,
1789651309.732974,proxy_b,work917,work917-docker-001,forward,145,192,1.781,,,1,searching
1789651309.853566,proxy_b,work917,work917-docker-001,forward,146,192,120.593,,,1,searching
1789651309.854188,proxy_b,work917,work917-docker-001,reverse,109,384,122.380,,,,
1789651309.855076,proxy_b,work917,work917-docker-001,forward,147,192,1.509,,,1,searching
1789651309.975613,proxy_b,work917,work917-docker-001,forward,148,192,120.537,,,1,searching
1789651309.976124,proxy_b,work917,work917-docker-001,reverse,110,384,121.936,,,,
1789651309.977039,proxy_b,work917,work917-docker-001,forward,149,384,1.426,,,0,searching
1789651309.977370,proxy_b,work917,work917-docker-001,reverse,111,384,1.247,,,,
1789651309.979984,proxy_b,work917,work917-docker-001,forward,150,384,2.945,,,0,searching
1789651309.980719,proxy_b,work917,work917-docker-001,reverse,112,384,3.349,,,,
1789651309.982300,proxy_b,work917,work917-docker-001,forward,151,384,2.316,,,0,searching
1789651309.982743,proxy_b,work917,work917-docker-001,reverse,113,384,2.023,,,,
1789651309.983634,proxy_b,work917,work917-docker-001,forward,152,192,1.333,,,1,searching
1789651310.104212,proxy_b,work917,work917-docker-001,forward,153,192,120.578,,,1,searching
1789651310.105693,proxy_b,work917,work917-docker-001,reverse,114,384,122.951,,,,
1789651310.106677,proxy_b,work917,work917-docker-001,forward,154,192,2.466,,,1,searching
1789651310.227190,proxy_b,work917,work917-docker-001,forward,155,192,120.512,,,1,searching
1789651310.229235,proxy_b,work917,work917-docker-001,reverse,115,384,123.541,,,,
1789651310.230335,proxy_b,work917,work917-docker-001,forward,156,384,3.146,,,0,searching
1789651310.231452,proxy_b,work917,work917-docker-001,reverse,116,384,2.218,,,,
1789651310.233144,proxy_b,work917,work917-docker-001,forward,157,192,2.808,,,1,searching
1789651310.353733,proxy_b,work917,work917-docker-001,forward,158,192,120.589,,,1,searching
1789651310.354357,proxy_b,work917,work917-docker-001,reverse,117,384,122.905,,,,
1789651310.356120,proxy_b,work917,work917-docker-001,forward,159,192,2.387,,,1,searching
1789651310.476705,proxy_b,work917,work917-docker-001,forward,160,192,120.585,,,1,searching
1789651310.477267,proxy_b,work917,work917-docker-001,reverse,118,384,122.910,,,,
1789651310.480018,proxy_b,work917,work917-docker-001,forward,161,384,3.313,,,0,searching
1789651310.480550,proxy_b,work917,work917-docker-001,reverse,119,384,3.283,,,,
1789651310.481905,proxy_b,work917,work917-docker-001,forward,162,384,1.887,,,0,searching
1789651310.482719,proxy_b,work917,work917-docker-001,reverse,120,384,2.169,,,,
1789651310.483746,proxy_b,work917,work917-docker-001,forward,163,384,1.841,,,0,searching
1789651310.484200,proxy_b,work917,work917-docker-001,reverse,121,384,1.481,,,,
1789651310.485217,proxy_b,work917,work917-docker-001,forward,164,192,1.471,,,1,searching
1789651310.605894,proxy_b,work917,work917-docker-001,forward,165,192,120.677,,,1,searching
1789651310.607017,proxy_b,work917,work917-docker-001,reverse,122,384,122.817,,,,
1789651310.608185,proxy_b,work917,work917-docker-001,forward,166,192,2.291,,,1,searching
1789651310.730822,proxy_b,work917,work917-docker-001,forward,167,192,122.636,,,1,searching
1789651310.731995,proxy_b,work917,work917-docker-001,reverse,123,384,124.978,,,,
1789651310.733390,proxy_b,work917,work917-docker-001,forward,168,384,2.569,,,0,searching
1789651310.733949,proxy_b,work917,work917-docker-001,reverse,124,384,1.954,,,,
1789651310.734858,proxy_b,work917,work917-docker-001,forward,169,192,1.468,,,1,searching
1789651310.855405,proxy_b,work917,work917-docker-001,forward,170,192,120.547,,,1,searching
1789651310.855961,proxy_b,work917,work917-docker-001,reverse,125,384,122.012,,,,
1789651310.857511,proxy_b,work917,work917-docker-001,forward,171,192,2.106,,,1,searching
1789651310.979589,proxy_b,work917,work917-docker-001,forward,172,192,122.078,,,1,searching
1789651310.980394,proxy_b,work917,work917-docker-001,reverse,126,384,124.433,,,,
1789651310.981907,proxy_b,work917,work917-docker-001,forward,173,192,2.319,,,1,searching
1789651311.102659,proxy_b,work917,work917-docker-001,forward,174,192,120.751,,,1,searching
1789651311.103262,proxy_b,work917,work917-docker-001,reverse,127,384,122.868,,,,
1789651311.104185,proxy_b,work917,work917-docker-001,forward,175,192,1.527,,,1,searching
1789651311.224855,proxy_b,work917,work917-docker-001,forward,176,192,120.670,,,1,searching
1789651311.225501,proxy_b,work917,work917-docker-001,reverse,128,384,122.239,,,,
1789651311.226477,proxy_b,work917,work917-docker-001,forward,177,384,1.622,,,0,searching
1789651311.226821,proxy_b,work917,work917-docker-001,reverse,129,384,1.321,,,,
1789651311.227834,proxy_b,work917,work917-docker-001,forward,178,384,1.356,,,0,searching
1789651311.228969,proxy_b,work917,work917-docker-001,reverse,130,384,2.148,,,,
1789651311.230203,proxy_b,work917,work917-docker-001,forward,179,192,2.370,,,1,searching
1789651311.350878,proxy_b,work917,work917-docker-001,forward,180,192,120.675,,,1,searching
1789651311.351591,proxy_b,work917,work917-docker-001,reverse,131,384,122.622,,,,
1789651311.352635,proxy_b,work917,work917-docker-001,forward,181,384,1.756,,,0,searching
1789651311.353058,proxy_b,work917,work917-docker-001,reverse,132,384,1.467,,,,
1789651311.353940,proxy_b,work917,work917-docker-001,forward,182,384,1.306,,,0,searching
1789651311.354270,proxy_b,work917,work917-docker-001,reverse,133,384,1.212,,,,
1789651311.355111,proxy_b,work917,work917-docker-001,forward,183,384,1.171,,,0,searching
1789651311.355515,proxy_b,work917,work917-docker-001,reverse,134,384,1.245,,,,
1789651311.356395,proxy_b,work917,work917-docker-001,forward,184,384,1.283,,,0,searching
1789651311.356840,proxy_b,work917,work917-docker-001,reverse,135,384,1.325,,,,
1789651311.357910,proxy_b,work917,work917-docker-001,forward,185,384,1.515,,,0,searching
1789651311.358309,proxy_b,work917,work917-docker-001,reverse,136,384,1.469,,,,
1789651311.359258,proxy_b,work917,work917-docker-001,forward,186,384,1.348,,,0,searching
1789651311.359662,proxy_b,work917,work917-docker-001,reverse,137,384,1.353,,,,
1789651311.362789,proxy_b,work917,work917-docker-001,forward,187,192,3.531,,,1,searching
1789651311.483357,proxy_b,work917,work917-docker-001,forward,188,192,120.568,,,1,searching
1789651311.483945,proxy_b,work917,work917-docker-001,reverse,138,384,124.283,,,,
1789651311.484970,proxy_b,work917,work917-docker-001,forward,189,192,1.614,,,1,searching
1789651311.605720,proxy_b,work917,work917-docker-001,forward,190,192,120.749,,,1,searching
