timestamp,proxy_name,experiment_id,session_id,direction,event_index,byte_length,inter_event_gap_ms,frame_id,encoded_bit,recovered_bit,crc_status
1789651307.330933,proxy_a,work917,work917-docker-001,reverse,44,384,2.170,,,,
1789651307.331383,proxy_a,work917,work917-docker-001,forward,62,384,1.888,917,0,,
1789651307.332239,proxy_a,work917,work917-docker-001,reverse,45,384,1.306,,,,
1789651307.332864,proxy_a,work917,work917-docker-001,forward,63,384,1.480,917,0,,
1789651307.333627,proxy_a,work917,work917-docker-001,reverse,46,384,1.388,,,,
1789651307.334038,proxy_a,work917,work917-docker-001,forward,64,384,1.174,917,0,,
1789651307.334745,proxy_a,work917,work917-docker-001,reverse,47,384,1.118,,,,
1789651307.335093,proxy_a,work917,work917-docker-001,forward,65,192,1.055,917,1,,
1789651307.455384,proxy_a,work917,work917-docker-001,forward,66,192,120.290,917,1,,
1789651307.456638,proxy_a,work917,work917-docker-001,reverse,48,384,121.892,,,,
1789651307.457068,proxy_a,work917,work917-docker-001,forward,67,384,1.684,917,0,,
1789651307.457880,proxy_a,work917,work917-docker-001,reverse,49,384,1.242,,,,
1789651307.458212,proxy_a,work917,work917-docker-001,forward,68,384,1.144,917,0,,
1789651307.458948,proxy_a,work917,work917-docker-001,reverse,50,384,1.068,,,,
1789651307.459347,proxy_a,work917,work917-docker-001,forward,69,384,1.135,917,0,,
1789651307.460039,proxy_a,work917,work917-docker-001,reverse,51,384,1.091,,,,
1789651307.460446,proxy_a,work917,work917-docker-001,forward,70,192,1.099,917,1,,
1789651307.582029,proxy_a,work917,work917-docker-001,forward,71,192,121.583,917,1,,
1789651307.583261,proxy_a,work917,work917-docker-001,reverse,52,384,123.222,,,,
1789651307.583707,proxy_a,work917,work917-docker-001,forward,72,384,1.678,917,0,,
1789651307.584677,proxy_a,work917,work917-docker-001,reverse,53,384,1.415,,,,
1789651307.585057,proxy_a,work917,work917-docker-001,forward,73,384,1.351,917,0,,
1789651307.585813,proxy_a,work917,work917-docker-001,reverse,54,384,1.137,,,,
1789651307.586157,proxy_a,work917,work917-docker-001,forward,74,384,1.099,917,0,,
1789651307.586851,proxy_a,work917,work917-docker-001,reverse,55,384,1.038,,,,
1789651307.587181,proxy_a,work917,work917-docker-001,forward,75,384,1.025,917,0,,
1789651307.587837,proxy_a,work917,work917-docker-001,reverse,56,384,0.987,,,,
1789651307.588149,proxy_a,work917,work917-docker-001,forward,76,384,0.968,917,0,,
1789651307.588901,proxy_a,work917,work917-docker-001,reverse,57,384,1.064,,,,
1789651307.589223,proxy_a,work917,work917-docker-001,forward,77,384,1.074,917,0,,
1789651307.589866,proxy_a,work917,work917-docker-001,reverse,58,384,0.965,,,,
1789651307.590183,proxy_a,work917,work917-docker-001,forward,78,384,0.960,917,0,,
1789651307.590826,proxy_a,work917,work917-docker-001,reverse,59,384,0.960,,,,
1789651307.591162,proxy_a,work917,work917-docker-001,forward,79,384,0.979,917,0,,
1789651307.592006,proxy_a,work917,work917-docker-001,reverse,60,384,1.180,,,,
1789651307.592620,proxy_a,work917,work917-docker-001,forward,80,384,1.457,917,0,,
1789651307.593377,proxy_a,work917,work917-docker-001,reverse,61,384,1.371,,,,
1789651307.593723,proxy_a,work917,work917-docker-001,forward,81,384,1.103,917,0,,
1789651307.597236,proxy_a,work917,work917-docker-001,reverse,62,384,3.859,,,,
1789651307.597832,proxy_a,work917,work917-docker-001,forward,82,192,4.109,917,1,,
1789651307.718383,proxy_a,work917,work917-docker-001,forward,83,192,120.551,917,1,,
1789651307.719647,proxy_a,work917,work917-docker-001,reverse,63,384,122.411,,,,
1789651307.720081,proxy_a,work917,work917-docker-001,forward,84,192,1.698,917,1,,
1789651307.840540,proxy_a,work917,work917-docker-001,forward,85,192,120.460,917,1,,
1789651307.841767,proxy_a,work917,work917-docker-001,reverse,64,384,122.120,,,,
1789651307.842505,proxy_a,work917,work917-docker-001,forward,86,192,1.965,917,1,,
1789651307.963184,proxy_a,work917,work917-docker-001,forward,87,192,120.679,917,1,,
1789651307.964600,proxy_a,work917,work917-docker-001,reverse,65,384,122.833,,,,
1789651307.965019,proxy_a,work917,work917-docker-001,forward,88,384,1.836,917,0,,
1789651307.965886,proxy_a,work917,work917-docker-001,reverse,66,384,1.286,,,,
1789651307.966254,proxy_a,work917,work917-docker-001,forward,89,384,1.235,917,0,,
1789651307.967322,proxy_a,work917,work917-docker-001,reverse,67,384,1.436,,,,
1789651307.968081,proxy_a,work917,work917-docker-001,forward,90,192,1.827,917,1,,
1789651308.088538,proxy_a,work917,work917-docker-001,forward,91,192,120.457,917,1,,
1789651308.089945,proxy_a,work917,work917-docker-001,reverse,68,384,122.623,,,,
1789651308.090995,proxy_a,work917,work917-docker-001,forward,92,384,2.457,917,0,,
1789651308.091958,proxy_a,work917,work917-docker-001,reverse,69,384,2.013,,,,
1789651308.092417,proxy_a,work917,work917-docker-001,forward,93,192,1.422,917,1,,
1789651308.212798,proxy_a,work917,work917-docker-001,forward,94,192,120.381,917,1,,
1789651308.214530,proxy_a,work917,work917-docker-001,reverse,70,384,122.571,,,,
1789651308.215519,proxy_a,work917,work917-docker-001,forward,95,384,2.721,917,0,,
1789651308.216629,proxy_a,work917,work917-docker-001,reverse,71,384,2.100,,,,
1789651308.217084,proxy_a,work917,work917-docker-001,forward,96,192,1.565,917,1,,
1789651308.337456,proxy_a,work917,work917-docker-001,forward,97,192,120.372,917,1,,
1789651308.338788,proxy_a,work917,work917-docker-001,reverse,72,384,122.159,,,,
1789651308.339219,proxy_a,work917,work917-docker-001,forward,98,384,1.763,917,0,,
1789651308.339966,proxy_a,work917,work917-docker-001,reverse,73,384,1.178,,,,
1789651308.341112,proxy_a,work917,work917-docker-001,forward,99,384,1.893,917,0,,
1789651308.342112,proxy_a,work917,work917-docker-001,reverse,74,384,2.146,,,,
1789651308.342577,proxy_a,work917,work917-docker-001,forward,100,384,1.465,917,0,,
1789651308.343335,proxy_a,work917,work917-docker-001,reverse,75,384,1.223,,,,
1789651308.343708,proxy_a,work917,work917-docker-001,forward,101,384,1.131,917,0,,
1789651308.348256,proxy_a,work917,work917-docker-001,reverse,76,384,4.921,,,,
1789651308.349084,proxy_a,work917,work917-docker-001,forward,102,384,5.376,917,0,,
1789651308.350086,proxy_a,work917,work917-docker-001,reverse,77,384,1.830,,,,
1789651308.350501,proxy_a,work917,work917-docker-001,forward,103,384,1.417,917,0,,
1789651308.351310,proxy_a,work917,work917-docker-001,reverse,78,384,1.224,,,,
1789651308.351681,proxy_a,work917,work917-docker-001,forward,104,384,1.180,917,0,,
1789651308.352477,proxy_a,work917,work917-docker-001,reverse,79,384,1.167,,,,
1789651308.352852,proxy_a,work917,work917-docker-001,forward,105,384,1.171,917,0,,
1789651308.353697,proxy_a,work917,work917-docker-001,reverse,80,384,1.220,,,,
1789651308.354066,proxy_a,work917,work917-docker-001,forward,106,384,1.214,917,0,,
1789651308.354830,proxy_a,work917,work917-docker-001,reverse,81,384,1.132,,,,
1789651308.355162,proxy_a,work917,work917-docker-001,forward,107,384,1.096,917,0,,
1789651308.355839,proxy_a,work917,work917-docker-001,reverse,82,384,1.009,,,,
1789651308.356153,proxy_a,work917,work917-docker-001,forward,108,384,0.991,917,0,,
1789651308.357083,proxy_a,work917,work917-docker-001,reverse,83,384,1.244,,,,
1789651308.357749,proxy_a,work917,work917-docker-001,forward,109,192,1.595,917,1,,
1789651308.478717,proxy_a,work917,work917-docker-001,forward,110,192,120.968,917,1,,
1789651308.480084,proxy_a,work917,work917-docker-001,reverse,84,384,123.001,,,,
1789651308.480924,proxy_a,work917,work917-docker-001,forward,111,192,2.207,917,1,,
1789651308.601448,proxy_a,work917,work917-docker-001,forward,112,192,120.524,917,1,,
1789651308.602763,proxy_a,work917,work917-docker-001,reverse,85,384,122.679,,,,
1789651308.603189,proxy_a,work917,work917-docker-001,forward,113,192,1.741,917,1,,
1789651308.723624,proxy_a,work917,work917-docker-001,forward,114,192,120.436,917,1,,
1789651308.725082,proxy_a,work917,work917-docker-001,reverse,86,384,122.319,,,,
1789651308.725586,proxy_a,work917,work917-docker-001,forward,115,384,1.961,917,0,,
1789651308.726474,proxy_a,work917,work917-docker-001,reverse,87,384,1.392,,,,
1789651308.726936,proxy_a,work917,work917-docker-001,forward,116,384,1.350,917,0,,
1789651308.729674,proxy_a,work917,work917-docker-001,reverse,88,384,3.201,,,,
1789651308.730318,proxy_a,work917,work917-docker-001,forward,117,384,3.382,917,0,,
1789651308.732933,proxy_a,work917,work917-docker-001,reverse,89,384,3.258,,,,
1789651308.733456,proxy_a,work917,work917-docker-001,forward,118,192,3.139,917,1,,
1789651308.853862,proxy_a,work917,work917-docker-001,forward,119,192,120.405,917,1,,
1789651308.855041,proxy_a,work917,work917-docker-001,reverse,90,384,122.109,,,,
1789651308.855474,proxy_a,work917,work917-docker-001,forward,120,384,1.613,917,0,,
1789651308.856977,proxy_a,work917,work917-docker-001,reverse,91,384,1.936,,,,
1789651308.857384,proxy_a,work917,work917-docker-001,forward,121,384,1.909,917,0,,
1789651308.858112,proxy_a,work917,work917-docker-001,reverse,92,384,1.135,,,,
1789651308.858474,proxy_a,work917,work917-docker-001,forward,122,192,1.091,917,1,,
1789651308.978928,proxy_a,work917,work917-docker-001,forward,123,192,120.453,917,1,,
1789651308.981457,proxy_a,work917,work917-docker-001,reverse,93,384,123.345,,,,
1789651308.981969,proxy_a,work917,work917-docker-001,forward,124,384,3.041,917,0,,
1789651308.982805,proxy_a,work917,work917-docker-001,reverse,94,384,1.348,,,,
1789651308.983195,proxy_a,work917,work917-docker-001,forward,125,384,1.226,917,0,,
1789651308.984131,proxy_a,work917,work917-docker-001,reverse,95,384,1.326,,,,
1789651308.984707,proxy_a,work917,work917-docker-001,forward,126,384,1.513,917,0,,
1789651308.985465,proxy_a,work917,work917-docker-001,reverse,96,384,1.333,,,,
1789651308.985802,proxy_a,work917,work917-docker-001,forward,127,384,1.095,917,0,,
1789651308.986541,proxy_a,work917,work917-docker-001,reverse,97,384,1.076,,,,
1789651308.986884,proxy_a,work917,work917-docker-001,forward,128,192,1.082,917,1,,
1789651309.107219,proxy_a,work917,work917-docker-001,forward,129,192,120.335,917,1,,
1789651309.108713,proxy_a,work917,work917-docker-001,reverse,98,384,122.172,,,,
1789651309.109191,proxy_a,work917,work917-docker-001,forward,130,192,1.972,917,1,,
1789651309.229572,proxy_a,work917,work917-docker-001,forward,131,192,120.380,917,1,,
1789651309.230970,proxy_a,work917,work917-docker-001,reverse,99,384,122.257,,,,
1789651309.231505,proxy_a,work917,work917-docker-001,forward,132,384,1.933,917,0,,
1789651309.232451,proxy_a,work917,work917-docker-001,reverse,100,384,1.481,,,,
1789651309.232867,proxy_a,work917,work917-docker-001,forward,133,384,1.362,917,0,,
1789651309.233799,proxy_a,work917,work917-docker-001,reverse,101,384,1.347,,,,
1789651309.234307,proxy_a,work917,work917-docker-001,forward,134,192,1.441,917,1,,
1789651309.354770,proxy_a,work917,work917-docker-001,forward,135,192,120.463,917,1,,
1789651309.356022,proxy_a,work917,work917-docker-001,reverse,102,384,122.223,,,,
1789651309.356520,proxy_a,work917,work917-docker-001,forward,136,384,1.750,917,0,,
1789651309.357745,proxy_a,work917,work917-docker-001,reverse,103,384,1.723,,,,
1789651309.358422,proxy_a,work917,work917-docker-001,forward,137,192,1.902,917,1,,
1789651309.479096,proxy_a,work917,work917-docker-001,forward,138,192,120.674,917,1,,
1789651309.480526,proxy_a,work917,work917-docker-001,reverse,104,384,122.781,,,,
1789651309.480966,proxy_a,work917,work917-docker-001,forward,139,384,1.870,917,0,,
1789651309.482268,proxy_a,work917,work917-docker-001,reverse,105,384,1.742,,,,
1789651309.482734,proxy_a,work917,work917-docker-001,forward,140,192,1.768,917,1,,
1789651309.603164,proxy_a,work917,work917-docker-001,forward,141,192,120.430,917,1,,
1789651309.604669,proxy_a,work917,work917-docker-001,reverse,106,384,122.401,,,,
1789651309.605215,proxy_a,work917,work917-docker-001,forward,142,192,2.051,917,1,,
1789651309.725654,proxy_a,work917,work917-docker-001,forward,143,192,120.439,917,1,,
1789651309.729605,proxy_a,work917,work917-docker-001,reverse,107,384,124.936,,,,
1789651309.730839,proxy_a,work917,work917-docker-001,forward,144,384,5.186,917,0,,
1789651309.732127,proxy_a,work917,work917-docker-001,reverse,108,384,2.522,,,,
1789651309.732695,proxy_a,work917,work917-docker-001,forward,145,192,1.856,917,1,,
1789651309.853149,proxy_a,work917,work917-docker-001,forward,146,192,120.454,917,1,,
1789651309.854414,proxy_a,work917,work917-docker-001,reverse,109,384,122.287,,,,
1789651309.854880,proxy_a,work917,work917-docker-001,forward,147,192,1.731,917,1,,
1789651309.975258,proxy_a,work917,work917-docker-001,forward,148,192,120.378,917,1,,
1789651309.976426,proxy_a,work917,work917-docker-001,reverse,110,384,122.012,,,,
1789651309.976852,proxy_a,work917,work917-docker-001,forward,149,384,1.594,917,0,,
1789651309.978889,proxy_a,work917,work917-docker-001,reverse,111,384,2.463,,,,
1789651309.979722,proxy_a,work917,work917-docker-001,forward,150,384,2.870,917,0,,
1789651309.981025,proxy_a,work917,work917-docker-001,reverse,112,384,2.136,,,,
1789651309.982002,proxy_a,work917,work917-docker-001,forward,151,384,2.280,917,0,,
1789651309.983017,proxy_a,work917,work917-docker-001,reverse,113,384,1.992,,,,
1789651309.983441,proxy_a,work917,work917-docker-001,forward,152,192,1.439,917,1,,
1789651310.103800,proxy_a,work917,work917-docker-001,forward,153,192,120.359,917,1,,
1789651310.106004,proxy_a,work917,work917-docker-001,reverse,114,384,122.987,,,,
1789651310.106467,proxy_a,work917,work917-docker-001,forward,154,192,2.667,917,1,,
1789651310.226841,proxy_a,work917,work917-docker-001,forward,155,192,120.374,917,1,,
1789651310.229575,proxy_a,work917,work917-docker-001,reverse,115,384,123.572,,,,
1789651310.230055,proxy_a,work917,work917-docker-001,forward,156,384,3.215,917,0,,
1789651310.231803,proxy_a,work917,work917-docker-001,reverse,116,384,2.227,,,,
1789651310.232753,proxy_a,work917,work917-docker-001,forward,157,192,2.697,917,1,,
1789651310.353239,proxy_a,work917,work917-docker-001,forward,158,192,120.486,917,1,,
1789651310.354782,proxy_a,work917,work917-docker-001,reverse,117,384,122.979,,,,
1789651310.355705,proxy_a,work917,work917-docker-001,forward,159,192,2.466,917,1,,
1789651310.476188,proxy_a,work917,work917-docker-001,forward,160,192,120.483,917,1,,
1789651310.479007,proxy_a,work917,work917-docker-001,reverse,118,384,124.225,,,,
1789651310.479734,proxy_a,work917,work917-docker-001,forward,161,384,3.546,917,0,,
1789651310.480846,proxy_a,work917,work917-docker-001,reverse,119,384,1.839,,,,
1789651310.481422,proxy_a,work917,work917-docker-001,forward,162,384,1.688,917,0,,
1789651310.483057,proxy_a,work917,work917-docker-001,reverse,120,384,2.211,,,,
1789651310.483502,proxy_a,work917,work917-docker-001,forward,163,384,2.079,917,0,,
1789651310.484540,proxy_a,work917,work917-docker-001,reverse,121,384,1.483,,,,
1789651310.484873,proxy_a,work917,work917-docker-001,forward,164,192,1.371,917,1,,
1789651310.605292,proxy_a,work917,work917-docker-001,forward,165,192,120.419,917,1,,
1789651310.607326,proxy_a,work917,work917-docker-001,reverse,122,384,122.786,,,,
1789651310.607877,proxy_a,work917,work917-docker-001,forward,166,192,2.585,917,1,,
1789651310.729882,proxy_a,work917,work917-docker-001,forward,167,192,122.004,917,1,,
1789651310.732428,proxy_a,work917,work917-docker-001,reverse,123,384,125.103,,,,
1789651310.733037,proxy_a,work917,work917-docker-001,forward,168,384,3.155,917,0,,
1789651310.734164,proxy_a,work917,work917-docker-001,reverse,124,384,1.736,,,,
1789651310.734589,proxy_a,work917,work917-docker-001,forward,169,192,1.552,917,1,,
1789651310.854954,proxy_a,work917,work917-docker-001,forward,170,192,120.365,917,1,,
1789651310.856788,proxy_a,work917,work917-docker-001,reverse,125,384,122.623,,,,
1789651310.857229,proxy_a,work917,work917-docker-001,forward,171,192,2.275,917,1,,
1789651310.979067,proxy_a,work917,work917-docker-001,forward,172,192,121.839,917,1,,
1789651310.980851,proxy_a,work917,work917-docker-001,reverse,126,384,124.063,,,,
1789651310.981553,proxy_a,work917,work917-docker-001,forward,173,192,2.486,917,1,,
1789651311.102230,proxy_a,work917,work917-docker-001,forward,174,192,120.677,917,1,,
1789651311.103488,proxy_a,work917,work917-docker-001,reverse,127,384,122.638,,,,
1789651311.103898,proxy_a,work917,work917-docker-001,forward,175,192,1.668,917,1,,
1789651311.224275,proxy_a,work917,work917-docker-001,forward,176,192,120.377,917,1,,
1789651311.225790,proxy_a,work917,work917-docker-001,reverse,128,384,122.301,,,,
1789651311.226177,proxy_a,work917,work917-docker-001,forward,177,384,1.903,917,0,,
1789651311.227032,proxy_a,work917,work917-docker-001,reverse,129,384,1.243,,,,
1789651311.227336,proxy_a,work917,work917-docker-001,forward,178,384,1.158,917,0,,
1789651311.229452,proxy_a,work917,work917-docker-001,reverse,130,384,2.420,,,,
1789651311.229856,proxy_a,work917,work917-docker-001,forward,179,192,2.521,917,1,,
1789651311.350403,proxy_a,work917,work917-docker-001,forward,180,192,120.547,917,1,,
1789651311.351824,proxy_a,work917,work917-docker-001,reverse,131,384,122.372,,,,
1789651311.352277,proxy_a,work917,work917-docker-001,forward,181,384,1.873,917,0,,
1789651311.353299,proxy_a,work917,work917-docker-001,reverse,132,384,1.475,,,,
1789651311.353687,proxy_a,work917,work917-docker-001,forward,182,384,1.410,917,0,,
1789651311.354507,proxy_a,work917,work917-docker-001,reverse,133,384,1.209,,,,
1789651311.354882,proxy_a,work917,work917-docker-001,forward,183,384,1.194,917,0,,
1789651311.355760,proxy_a,work917,work917-docker-001,reverse,134,384,1.253,,,,
1789651311.356116,proxy_a,work917,work917-docker-001,forward,184,384,1.234,917,0,,
1789651311.357319,proxy_a,work917,work917-docker-001,reverse,135,384,1.559,,,,
1789651311.357680,proxy_a,work917,work917-docker-001,forward,185,384,1.564,917,0,,
1789651311.358601,proxy_a,work917,work917-docker-001,reverse,136,384,1.282,,,,
1789651311.358912,proxy_a,work917,work917-docker-001,forward,186,384,1.232,917,0,,
1789651311.360142,proxy_a,work917,work917-docker-001,reverse,137,384,1.541,,,,
1789651311.360604,proxy_a,work917,work917-docker-001,forward,187,192,1.691,917,1,,
1789651311.482894,proxy_a,work917,work917-docker-001,forward,188,192,122.290,917,1,,
1789651311.484213,proxy_a,work917,work917-docker-001,reverse,138,384,124.070,,,,
1789651311.484654,proxy_a,work917,work917-docker-001,forward,189,192,1.761,917,1,,
1789651311.605134,proxy_a,work917,work917-docker-001,forward,190,192,120.479,917,1,,
1789651311.606522,proxy_a,work917,work917-docker-001,reverse,139,384,122.309,,,,
1789651311.607018,proxy_a,work917,work917-docker-001,forward,191,384,1.884,917,0,,
1789651311.607840,proxy_a,work917,work917-docker-001,reverse,140,384,1.318,,,,
1789651311.608185,proxy_a,work917,work917-docker-001,forward,192,384,1.167,917,0,,
1789651311.609067,proxy_a,work917,work917-docker-001,reverse,141,384,1.227,,,,
1789651311.609783,proxy_a,work917,work917-docker-001,forward,193,192,1.597,917,1,,
