epoch,train_loss,val_loss,train_accuracy,val_accuracy,train_f1,val_f1,val_auc
30,0.18329447507858276,0.2954704165458679,0.905982905982906,0.8461538461538461,0.9316770186335404,0.8947368421052632,0.9500000000000001
31,0.17941823601722717,0.29164445400238037,0.905982905982906,0.8461538461538461,0.9325153374233128,0.8947368421052632,0.9500000000000001
32,0.17077824473381042,0.2742268443107605,0.9145299145299145,0.8461538461538461,0.9390243902439024,0.8947368421052632,0.9500000000000001
33,0.16509270668029785,0.26742514967918396,0.9145299145299145,0.8461538461538461,0.9390243902439024,0.8947368421052632,0.9500000000000001
34,0.15488994121551514,0.23872679471969604,0.9230769230769231,0.8461538461538461,0.9454545454545454,0.8947368421052632,0.9500000000000001
35,0.15293478965759277,0.23800839483737946,0.9230769230769231,0.8461538461538461,0.9454545454545454,0.8947368421052632,0.9500000000000001
36,0.151760071516037,0.23351429402828217,0.9316239316239316,0.8461538461538461,0.9512195121951219,0.8947368421052632,0.9500000000000001
37,0.150918647646904,0.22544261813163757,0.9316239316239316,0.8461538461538461,0.9512195121951219,0.8947368421052632,0.9583333333333334
38,0.1523941457271576,0.22134685516357422,0.9316239316239316,0.8461538461538461,0.9512195121951219,0.8947368421052632,0.9583333333333334
39,0.15352818369865417,0.2184039056301117,0.9316239316239316,0.8846153846153846,0.9512195121951219,0.9230769230769231,0.9583333333333334
40,0.14979484677314758,0.21250823140144348,0.9316239316239316,0.8846153846153846,0.9512195121951219,0.9230769230769231,0.9583333333333334
41,0.1453697830438614,0.21653863787651062,0.9316239316239316,0.8461538461538461,0.9512195121951219,0.8947368421052632,0.9583333333333334
42,0.15811046957969666,0.24274848401546478,0.9145299145299145,0.8846153846153846,0.9382716049382716,0.918918918918919,0.9583333333333334
43,0.15560148656368256,0.23325783014297485,0.9145299145299145,0.8461538461538461,0.9382716049382716,0.8947368421052632,0.9583333333333334
44,0.15063652396202087,0.2205657809972763,0.9316239316239316,0.8846153846153846,0.9512195121951219,0.9230769230769231,0.9583333333333334
45,0.14249253273010254,0.2046377807855606,0.9316239316239316,0.8846153846153846,0.9512195121951219,0.9230769230769231,0.9583333333333334
46,0.13810676336288452,0.20160995423793793,0.9316239316239316,0.8846153846153846,0.9512195121951219,0.9230769230769231,0.9583333333333334
47,0.1383577585220337,0.20172180235385895,0.9316239316239316,0.8846153846153846,0.9512195121951219,0.9230769230769231,0.9583333333333334
48,0.14102666079998016,0.2046222686767578,0.9316239316239316,0.8846153846153846,0.9512195121951219,0.9230769230769231,0.9666666666666668
49,0.14019490778446198,0.19870945811271667,0.9316239316239316,0.8846153846153846,0.9512195121951219,0.9230769230769231,0.9750000000000001
50,0.14274203777313232,0.20086948573589325,0.9316239316239316,0.8846153846153846,0.9512195121951219,0.9230769230769231,0.9750000000000001
51,0.14229120314121246,0.19413216412067413,0.9316239316239316,0.8846153846153846,0.9512195121951219,0.9230769230769231,0.9750000000000001
52,0.1348649114370346,0.18276752531528473,0.9401709401709402,0.8846153846153846,0.9575757575757575,0.9230769230769231,0.9750000000000001
53,0.13217267394065857,0.18534773588180542,0.9316239316239316,0.8846153846153846,0.9512195121951219,0.9230769230769231,0.9750000000000001
54,0.13069653511047363,0.18492452800273895,0.9316239316239316,0.8846153846153846,0.9512195121951219,0.9230769230769231,0.9750000000000001
55,0.12787280976772308,0.18121685087680817,0.9316239316239316,0.8846153846153846,0.9512195121951219,0.9230769230769231,0.9750000000000001
56,0.12615953385829926,0.17836561799049377,0.9316239316239316,0.8846153846153846,0.9512195121951219,0.9230769230769231,0.9750000000000001
57,0.12828217446804047,0.18390904366970062,0.9316239316239316,0.8846153846153846,0.9512195121951219,0.9230769230769231,0.9750000000000001
58,0.12650763988494873,0.182084858417511,0.9401709401709402,0.8846153846153846,0.9575757575757575,0.9230769230769231,0.9750000000000001
59,0.12326768040657043,0.17959977686405182,0.9401709401709402,0.8846153846153846,0.9575757575757575,0.9230769230769231,0.9750000000000001
60,0.12003538012504578,0.17463786900043488,0.9487179487179487,0.8846153846153846,0.963855421686747,0.9230769230769231,0.9750000000000001
61,0.11531170457601547,0.1694556325674057,0.9487179487179487,0.8846153846153846,0.963855421686747,0.9230769230769231,0.9750000000000001
62,0.11373072117567062,0.1662607491016388,0.9487179487179487,0.8846153846153846,0.963855421686747,0.9230769230769231,0.9750000000000001
63,0.11244276165962219,0.15988200902938843,0.9487179487179487,0.8846153846153846,0.963855421686747,0.9230769230769231,0.9833333333333334
64,0.10980293154716492,0.15037885308265686,0.9487179487179487,0.9230769230769231,0.963855421686747,0.95,0.9833333333333334
65,0.10896766185760498,0.14842095971107483,0.9487179487179487,0.9230769230769231,0.963855421686747,0.95,0.9916666666666667
66,0.10724665224552155,0.1453792154788971,0.9572649572649573,0.9230769230769231,0.9696969696969697,0.95,0.9916666666666667
67,0.10981328040361404,0.1487574428319931,0.9572649572649573,0.9615384615384616,0.9696969696969697,0.9743589743589743,0.9916666666666667
68,0.11695951968431473,0.16564656794071198,0.9572649572649573,0.9230769230769231,0.9696969696969697,0.9473684210526315,0.9916666666666667
69,0.11968102306127548,0.17052589356899261,0.9658119658119658,0.9230769230769231,0.9759036144578314,0.95,0.9916666666666667
70,0.10050081461668015,0.15233267843723297,0.9487179487179487,0.9230769230769231,0.963855421686747,0.95,0.9833333333333334
71,0.11696358770132065,0.17430368065834045,0.9316239316239316,0.9230769230769231,0.9506172839506173,0.9473684210526315,0.9750000000000001
72,0.12156485766172409,0.18913771212100983,0.9316239316239316,0.9230769230769231,0.9506172839506173,0.9473684210526315,0.9750000000000001
73,0.10665841400623322,0.16679494082927704,0.9572649572649573,0.9230769230769231,0.9696969696969697,0.9473684210526315,0.9750000000000001
74,0.09382382780313492,0.14163435995578766,0.9658119658119658,0.9230769230769231,0.9761904761904762,0.95,0.9833333333333334
75,0.09364982694387436,0.13192859292030334,0.9658119658119658,0.9615384615384616,0.9759036144578314,0.9743589743589743,0.9916666666666667
76,0.09157205373048782,0.12447598576545715,0.9743589743589743,0.9615384615384616,0.9820359281437125,0.9743589743589743,0.9916666666666667
77,0.09037725627422333,0.12049039453268051,0.9743589743589743,1.0,0.9820359281437125,1.0,1.0
78,0.08805802464485168,0.12032052129507065,0.9743589743589743,0.9615384615384616,0.9820359281437125,0.975609756097561,1.0
79,0.0901898741722107,0.12208303809165955,0.9572649572649573,0.9615384615384616,0.9696969696969697,0.9743589743589743,0.9916666666666667
80,0.09159703552722931,0.1305312067270279,0.9658119658119658,0.9615384615384616,0.9759036144578314,0.9743589743589743,0.9916666666666667
81,0.08860717713832855,0.13065630197525024,0.9572649572649573,0.9230769230769231,0.9696969696969697,0.95,0.9916666666666667
82,0.08942963182926178,0.1301603466272354,0.9572649572649573,0.9615384615384616,0.9696969696969697,0.9743589743589743,0.9916666666666667
83,0.08709551393985748,0.12786820530891418,0.9743589743589743,0.9615384615384616,0.9820359281437125,0.9743589743589743,1.0
84,0.08282297104597092,0.11828010529279709,0.9743589743589743,1.0,0.9820359281437125,1.0,1.0
85,0.08531048893928528,0.12116619944572449,0.9743589743589743,0.9615384615384616,0.9820359281437125,0.9743589743589743,1.0
86,0.083433598279953,0.12147210538387299,0.9743589743589743,1.0,0.9820359281437125,1.0,1.0
87,0.07809563726186752,0.10869541764259338,0.9743589743589743,1.0,0.9820359281437125,1.0,1.0
88,0.07498058676719666,0.10646585375070572,1.0,1.0,1.0,1.0,1.0
89,0.06933124363422394,0.10083416849374771,0.9914529914529915,1.0,0.9940828402366864,1.0,1.0
90,0.07032551616430283,0.10117313265800476,0.9829059829059829,1.0,0.9880952380952381,1.0,1.0
91,0.07027021795511246,0.10422585904598236,1.0,1.0,1.0,1.0,1.0
92,0.0667949840426445,0.09691327065229416,1.0,1.0,1.0,1.0,1.0
93,0.062320418655872345,0.09536581486463547,1.0,1.0,1.0,1.0,1.0
94,0.06490155309438705,0.10053160786628723,0.9743589743589743,1.0,0.9820359281437125,1.0,1.0
95,0.06444688141345978,0.11226245015859604,0.9914529914529915,0.9615384615384616,0.9940828402366864,0.975609756097561,1.0
96,0.059731967747211456,0.10136023908853531,0.9914529914529915,0.9615384615384616,0.9940828402366864,0.975609756097561,1.0
97,0.06330481916666031,0.09767869114875793,0.9829059829059829,1.0,0.9880952380952381,1.0,1.0
98,0.05568019300699234,0.09523960947990417,1.0,0.9615384615384616,1.0,0.975609756097561,1.0
99,0.053975217044353485,0.08101968467235565,1.0,1.0,1.0,1.0,1.0
100,0.05331305414438248,0.08303825557231903,1.0,1.0,1.0,1.0,1.0
