timestamp,proxy_name,experiment_id,session_id,direction,event_index,byte_length,inter_event_gap_ms,frame_id,encoded_bit,recovered_bit,crc_status
1788870661.579642,proxy_b,newtry97,59083d9c-0297-4014-a201-17b92b560302,forward,13,384,0.199,,,0,searching
1788870661.579703,proxy_b,newtry97,59083d9c-0297-4014-a201-17b92b560302,reverse,13,384,0.208,,,,
1788870661.579877,proxy_b,newtry97,59083d9c-0297-4014-a201-17b92b560302,forward,14,384,0.235,,,0,searching
1788870661.579937,proxy_b,newtry97,59083d9c-0297-4014-a201-17b92b560302,reverse,14,384,0.235,,,,
1788870661.580083,proxy_b,newtry97,59083d9c-0297-4014-a201-17b92b560302,forward,15,384,0.206,,,0,searching
1788870661.580136,proxy_b,newtry97,59083d9c-0297-4014-a201-17b92b560302,reverse,15,384,0.198,,,,
1788870661.580267,proxy_b,newtry97,59083d9c-0297-4014-a201-17b92b560302,forward,16,384,0.184,,,0,searching
1788870661.580318,proxy_b,newtry97,59083d9c-0297-4014-a201-17b92b560302,reverse,16,384,0.182,,,,
1788870661.580449,proxy_b,newtry97,59083d9c-0297-4014-a201-17b92b560302,forward,17,384,0.182,,,0,searching
1788870661.580513,proxy_b,newtry97,59083d9c-0297-4014-a201-17b92b560302,reverse,17,384,0.194,,,,
1788870661.580636,proxy_b,newtry97,59083d9c-0297-4014-a201-17b92b560302,forward,18,192,0.187,,,1,searching
1788870661.661392,proxy_b,newtry97,59083d9c-0297-4014-a201-17b92b560302,forward,19,192,80.757,,,1,searching
1788870661.661582,proxy_b,newtry97,59083d9c-0297-4014-a201-17b92b560302,reverse,18,384,81.070,,,,
1788870661.661840,proxy_b,newtry97,59083d9c-0297-4014-a201-17b92b560302,forward,20,192,0.448,,,1,searching
1788870661.743895,proxy_b,newtry97,59083d9c-0297-4014-a201-17b92b560302,forward,21,192,82.055,,,1,searching
1788870661.744270,proxy_b,newtry97,59083d9c-0297-4014-a201-17b92b560302,reverse,19,384,82.688,,,,
1788870661.744732,proxy_b,newtry97,59083d9c-0297-4014-a201-17b92b560302,forward,22,384,0.838,,,0,searching
1788870661.745033,proxy_b,newtry97,59083d9c-0297-4014-a201-17b92b560302,reverse,20,384,0.763,,,,
1788870661.745901,proxy_b,newtry97,59083d9c-0297-4014-a201-17b92b560302,forward,23,192,1.168,,,1,searching
1788870661.827202,proxy_b,newtry97,59083d9c-0297-4014-a201-17b92b560302,forward,24,192,81.301,,,1,searching
1788870661.827682,proxy_b,newtry97,59083d9c-0297-4014-a201-17b92b560302,reverse,21,384,82.649,,,,
1788870661.828637,proxy_b,newtry97,59083d9c-0297-4014-a201-17b92b560302,forward,25,192,1.435,,,1,searching
1788870661.909760,proxy_b,newtry97,59083d9c-0297-4014-a201-17b92b560302,forward,26,192,81.122,,,1,searching
1788870661.910223,proxy_b,newtry97,59083d9c-0297-4014-a201-17b92b560302,reverse,22,384,82.540,,,,
1788870661.910792,proxy_b,newtry97,59083d9c-0297-4014-a201-17b92b560302,forward,27,192,1.033,,,1,searching
1788870661.991415,proxy_b,newtry97,59083d9c-0297-4014-a201-17b92b560302,forward,28,192,80.623,,,1,searching
1788870661.991663,proxy_b,newtry97,59083d9c-0297-4014-a201-17b92b560302,reverse,23,384,81.440,,,,
1788870661.991935,proxy_b,newtry97,59083d9c-0297-4014-a201-17b92b560302,forward,29,384,0.519,,,0,searching
1788870661.992050,proxy_b,newtry97,59083d9c-0297-4014-a201-17b92b560302,reverse,24,384,0.388,,,,
1788870661.992287,proxy_b,newtry97,59083d9c-0297-4014-a201-17b92b560302,forward,30,192,0.352,,,1,searching
1788870662.072892,proxy_b,newtry97,59083d9c-0297-4014-a201-17b92b560302,forward,31,192,80.605,,,1,searching
1788870662.073130,proxy_b,newtry97,59083d9c-0297-4014-a201-17b92b560302,reverse,25,384,81.080,,,,
1788870662.073343,proxy_b,newtry97,59083d9c-0297-4014-a201-17b92b560302,forward,32,384,0.451,,,0,searching
1788870662.073412,proxy_b,newtry97,59083d9c-0297-4014-a201-17b92b560302,reverse,26,384,0.282,,,,
1788870662.073545,proxy_b,newtry97,59083d9c-0297-4014-a201-17b92b560302,forward,33,384,0.202,,,0,searching
1788870662.073601,proxy_b,newtry97,59083d9c-0297-4014-a201-17b92b560302,reverse,27,384,0.190,,,,
1788870662.073720,proxy_b,newtry97,59083d9c-0297-4014-a201-17b92b560302,forward,34,192,0.175,,,1,searching
1788870662.156169,proxy_b,newtry97,59083d9c-0297-4014-a201-17b92b560302,forward,35,192,82.449,,,1,searching
1788870662.156788,proxy_b,newtry97,59083d9c-0297-4014-a201-17b92b560302,reverse,28,384,83.186,,,,
1788870662.157758,proxy_b,newtry97,59083d9c-0297-4014-a201-17b92b560302,forward,36,384,1.588,,,0,searching
1788870662.157949,proxy_b,newtry97,59083d9c-0297-4014-a201-17b92b560302,reverse,29,384,1.161,,,,
1788870662.158441,proxy_b,newtry97,59083d9c-0297-4014-a201-17b92b560302,forward,37,192,0.683,,,1,searching
1788870662.239588,proxy_b,newtry97,59083d9c-0297-4014-a201-17b92b560302,forward,38,192,81.147,,,1,searching
1788870662.239989,proxy_b,newtry97,59083d9c-0297-4014-a201-17b92b560302,reverse,30,384,82.040,,,,
1788870662.240696,proxy_b,newtry97,59083d9c-0297-4014-a201-17b92b560302,forward,39,192,1.109,,,1,searching
1788870662.321867,proxy_b,newtry97,59083d9c-0297-4014-a201-17b92b560302,forward,40,192,81.171,,,1,searching
1788870662.322404,proxy_b,newtry97,59083d9c-0297-4014-a201-17b92b560302,reverse,31,384,82.415,,,,
1788870662.323170,proxy_b,newtry97,59083d9c-0297-4014-a201-17b92b560302,forward,41,192,1.303,,,1,searching
1788870662.404363,proxy_b,newtry97,59083d9c-0297-4014-a201-17b92b560302,forward,42,192,81.192,,,1,searching
1788870662.405272,proxy_b,newtry97,59083d9c-0297-4014-a201-17b92b560302,reverse,32,384,82.868,,,,
1788870662.406135,proxy_b,newtry97,59083d9c-0297-4014-a201-17b92b560302,forward,43,192,1.773,,,1,searching
1788870662.486874,proxy_b,newtry97,59083d9c-0297-4014-a201-17b92b560302,forward,44,192,80.739,,,1,searching
1788870662.487360,proxy_b,newtry97,59083d9c-0297-4014-a201-17b92b560302,reverse,33,384,82.088,,,,
1788870662.488322,proxy_b,newtry97,59083d9c-0297-4014-a201-17b92b560302,forward,45,384,1.447,,,0,searching
1788870662.488486,proxy_b,newtry97,59083d9c-0297-4014-a201-17b92b560302,reverse,34,384,1.126,,,,
1788870662.488821,proxy_b,newtry97,59083d9c-0297-4014-a201-17b92b560302,forward,46,384,0.499,,,0,searching
1788870662.488979,proxy_b,newtry97,59083d9c-0297-4014-a201-17b92b560302,reverse,35,384,0.494,,,,
1788870662.489317,proxy_b,newtry97,59083d9c-0297-4014-a201-17b92b560302,forward,47,192,0.496,,,1,searching
1788870662.569925,proxy_b,newtry97,59083d9c-0297-4014-a201-17b92b560302,forward,48,192,80.608,,,1,searching
1788870662.570393,proxy_b,newtry97,59083d9c-0297-4014-a201-17b92b560302,reverse,36,384,81.413,,,,
1788870662.570903,proxy_b,newtry97,59083d9c-0297-4014-a201-17b92b560302,forward,49,384,0.978,,,0,searching
1788870662.571033,proxy_b,newtry97,59083d9c-0297-4014-a201-17b92b560302,reverse,37,384,0.640,,,,
1788870662.571404,proxy_b,newtry97,59083d9c-0297-4014-a201-17b92b560302,forward,50,192,0.501,,,1,searching
1788870662.652234,proxy_b,newtry97,59083d9c-0297-4014-a201-17b92b560302,forward,51,192,80.830,,,1,searching
1788870662.652723,proxy_b,newtry97,59083d9c-0297-4014-a201-17b92b560302,reverse,38,384,81.690,,,,
1788870662.653610,proxy_b,newtry97,59083d9c-0297-4014-a201-17b92b560302,forward,52,192,1.376,,,1,searching
1788870662.734257,proxy_b,newtry97,59083d9c-0297-4014-a201-17b92b560302,forward,53,192,80.647,,,1,searching
1788870662.734509,proxy_b,newtry97,59083d9c-0297-4014-a201-17b92b560302,reverse,39,384,81.786,,,,
1788870662.734913,proxy_b,newtry97,59083d9c-0297-4014-a201-17b92b560302,forward,54,192,0.656,,,1,searching
1788870662.817823,proxy_b,newtry97,59083d9c-0297-4014-a201-17b92b560302,forward,55,192,82.910,,,1,searching
1788870662.818280,proxy_b,newtry97,59083d9c-0297-4014-a201-17b92b560302,reverse,40,384,83.771,,,,
1788870662.818955,proxy_b,newtry97,59083d9c-0297-4014-a201-17b92b560302,forward,56,192,1.132,,,1,searching
1788870662.901145,proxy_b,newtry97,59083d9c-0297-4014-a201-17b92b560302,forward,57,192,82.190,,,1,searching
1788870662.901724,proxy_b,newtry97,59083d9c-0297-4014-a201-17b92b560302,reverse,41,384,83.444,,,,
1788870662.902562,proxy_b,newtry97,59083d9c-0297-4014-a201-17b92b560302,forward,58,384,1.417,,,0,searching
1788870662.902806,proxy_b,newtry97,59083d9c-0297-4014-a201-17b92b560302,reverse,42,384,1.082,,,,
1788870662.903311,proxy_b,newtry97,59083d9c-0297-4014-a201-17b92b560302,forward,59,192,0.748,,,1,searching
1788870662.985554,proxy_b,newtry97,59083d9c-0297-4014-a201-17b92b560302,forward,60,192,82.244,,,1,searching
1788870662.986068,proxy_b,newtry97,59083d9c-0297-4014-a201-17b92b560302,reverse,43,384,83.262,,,,
1788870662.986986,proxy_b,newtry97,59083d9c-0297-4014-a201-17b92b560302,forward,61,384,1.432,,,0,searching
1788870662.987252,proxy_b,newtry97,59083d9c-0297-4014-a201-17b92b560302,reverse,44,384,1.184,,,,
1788870662.987928,proxy_b,newtry97,59083d9c-0297-4014-a201-17b92b560302,forward,62,384,0.942,,,0,searching
1788870662.988131,proxy_b,newtry97,59083d9c-0297-4014-a201-17b92b560302,reverse,45,384,0.878,,,,
1788870662.989483,proxy_b,newtry97,59083d9c-0297-4014-a201-17b92b560302,forward,63,384,1.555,,,0,searching
1788870662.989967,proxy_b,newtry97,59083d9c-0297-4014-a201-17b92b560302,reverse,46,384,1.836,,,,
1788870662.990445,proxy_b,newtry97,59083d9c-0297-4014-a201-17b92b560302,forward,64,384,0.962,,,0,searching
1788870662.990690,proxy_b,newtry97,59083d9c-0297-4014-a201-17b92b560302,reverse,47,384,0.723,,,,
1788870662.991152,proxy_b,newtry97,59083d9c-0297-4014-a201-17b92b560302,forward,65,192,0.707,,,1,searching
1788870663.071878,proxy_b,newtry97,59083d9c-0297-4014-a201-17b92b560302,forward,66,192,80.726,,,1,searching
1788870663.072289,proxy_b,newtry97,59083d9c-0297-4014-a201-17b92b560302,reverse,48,384,81.599,,,,
1788870663.072612,proxy_b,newtry97,59083d9c-0297-4014-a201-17b92b560302,forward,67,384,0.734,,,0,searching
1788870663.072793,proxy_b,newtry97,59083d9c-0297-4014-a201-17b92b560302,reverse,49,384,0.504,,,,
1788870663.073149,proxy_b,newtry97,59083d9c-0297-4014-a201-17b92b560302,forward,68,384,0.537,,,0,searching
1788870663.073361,proxy_b,newtry97,59083d9c-0297-4014-a201-17b92b560302,reverse,50,384,0.568,,,,
1788870663.073611,proxy_b,newtry97,59083d9c-0297-4014-a201-17b92b560302,forward,69,384,0.461,,,0,searching
1788870663.073738,proxy_b,newtry97,59083d9c-0297-4014-a201-17b92b560302,reverse,51,384,0.377,,,,
1788870663.073953,proxy_b,newtry97,59083d9c-0297-4014-a201-17b92b560302,forward,70,192,0.343,,,1,searching
1788870663.154476,proxy_b,newtry97,59083d9c-0297-4014-a201-17b92b560302,forward,71,192,80.523,,,1,searching
1788870663.154835,proxy_b,newtry97,59083d9c-0297-4014-a201-17b92b560302,reverse,52,384,81.096,,,,
1788870663.155163,proxy_b,newtry97,59083d9c-0297-4014-a201-17b92b560302,forward,72,384,0.687,,,0,searching
1788870663.155363,proxy_b,newtry97,59083d9c-0297-4014-a201-17b92b560302,reverse,53,384,0.528,,,,
1788870663.155710,proxy_b,newtry97,59083d9c-0297-4014-a201-17b92b560302,forward,73,384,0.547,,,0,searching
1788870663.155890,proxy_b,newtry97,59083d9c-0297-4014-a201-17b92b560302,reverse,54,384,0.528,,,,
1788870663.156134,proxy_b,newtry97,59083d9c-0297-4014-a201-17b92b560302,forward,74,384,0.424,,,0,searching
1788870663.156308,proxy_b,newtry97,59083d9c-0297-4014-a201-17b92b560302,reverse,55,384,0.418,,,,
1788870663.156538,proxy_b,newtry97,59083d9c-0297-4014-a201-17b92b560302,forward,75,384,0.403,,,0,searching
1788870663.156692,proxy_b,newtry97,59083d9c-0297-4014-a201-17b92b560302,reverse,56,384,0.384,,,,
1788870663.156997,proxy_b,newtry97,59083d9c-0297-4014-a201-17b92b560302,forward,76,384,0.460,,,0,searching
1788870663.157196,proxy_b,newtry97,59083d9c-0297-4014-a201-17b92b560302,reverse,57,384,0.504,,,,
1788870663.157473,proxy_b,newtry97,59083d9c-0297-4014-a201-17b92b560302,forward,77,384,0.476,,,0,searching
1788870663.157626,proxy_b,newtry97,59083d9c-0297-4014-a201-17b92b560302,reverse,58,384,0.431,,,,
1788870663.157884,proxy_b,newtry97,59083d9c-0297-4014-a201-17b92b560302,forward,78,384,0.411,,,0,searching
1788870663.158045,proxy_b,newtry97,59083d9c-0297-4014-a201-17b92b560302,reverse,59,384,0.418,,,,
1788870663.158755,proxy_b,newtry97,59083d9c-0297-4014-a201-17b92b560302,forward,79,384,0.871,,,0,searching
1788870663.158934,proxy_b,newtry97,59083d9c-0297-4014-a201-17b92b560302,reverse,60,384,0.890,,,,
1788870663.159155,proxy_b,newtry97,59083d9c-0297-4014-a201-17b92b560302,forward,80,384,0.400,,,0,searching
1788870663.159323,proxy_b,newtry97,59083d9c-0297-4014-a201-17b92b560302,reverse,61,384,0.388,,,,
1788870663.159554,proxy_b,newtry97,59083d9c-0297-4014-a201-17b92b560302,forward,81,384,0.399,,,0,searching
1788870663.159698,proxy_b,newtry97,59083d9c-0297-4014-a201-17b92b560302,reverse,62,384,0.375,,,,
1788870663.159964,proxy_b,newtry97,59083d9c-0297-4014-a201-17b92b560302,forward,82,384,0.410,,,0,searching
1788870663.160146,proxy_b,newtry97,59083d9c-0297-4014-a201-17b92b560302,reverse,63,384,0.448,,,,
1788870663.160393,proxy_b,newtry97,59083d9c-0297-4014-a201-17b92b560302,forward,83,384,0.429,,,0,searching
1788870663.160571,proxy_b,newtry97,59083d9c-0297-4014-a201-17b92b560302,reverse,64,384,0.425,,,,
1788870663.160761,proxy_b,newtry97,59083d9c-0297-4014-a201-17b92b560302,forward,84,384,0.368,,,0,searching
1788870663.160940,proxy_b,newtry97,59083d9c-0297-4014-a201-17b92b560302,reverse,65,384,0.369,,,,
1788870663.161254,proxy_b,newtry97,59083d9c-0297-4014-a201-17b92b560302,forward,85,384,0.493,,,0,searching
1788870663.161404,proxy_b,newtry97,59083d9c-0297-4014-a201-17b92b560302,reverse,66,384,0.464,,,,
1788870663.161629,proxy_b,newtry97,59083d9c-0297-4014-a201-17b92b560302,forward,86,384,0.376,,,0,searching
1788870663.161756,proxy_b,newtry97,59083d9c-0297-4014-a201-17b92b560302,reverse,67,384,0.352,,,,
1788870663.161979,proxy_b,newtry97,59083d9c-0297-4014-a201-17b92b560302,forward,87,384,0.350,,,0,searching
1788870663.162114,proxy_b,newtry97,59083d9c-0297-4014-a201-17b92b560302,reverse,68,384,0.359,,,,
1788870663.162397,proxy_b,newtry97,59083d9c-0297-4014-a201-17b92b560302,forward,88,384,0.418,,,0,searching
1788870663.162515,proxy_b,newtry97,59083d9c-0297-4014-a201-17b92b560302,reverse,69,384,0.401,,,,
1788870663.162772,proxy_b,newtry97,59083d9c-0297-4014-a201-17b92b560302,forward,89,384,0.375,,,0,searching
1788870663.163021,proxy_b,newtry97,59083d9c-0297-4014-a201-17b92b560302,reverse,70,384,0.506,,,,
1788870663.163464,proxy_b,newtry97,59083d9c-0297-4014-a201-17b92b560302,forward,90,384,0.691,,,0,searching
1788870663.163675,proxy_b,newtry97,59083d9c-0297-4014-a201-17b92b560302,reverse,71,384,0.653,,,,
1788870663.163925,proxy_b,newtry97,59083d9c-0297-4014-a201-17b92b560302,forward,91,384,0.461,,,0,searching
1788870663.164104,proxy_b,newtry97,59083d9c-0297-4014-a201-17b92b560302,reverse,72,384,0.429,,,,
1788870663.164370,proxy_b,newtry97,59083d9c-0297-4014-a201-17b92b560302,forward,92,384,0.445,,,0,searching
1788870663.164554,proxy_b,newtry97,59083d9c-0297-4014-a201-17b92b560302,reverse,73,384,0.450,,,,
1788870663.164789,proxy_b,newtry97,59083d9c-0297-4014-a201-17b92b560302,forward,93,384,0.420,,,0,searching
1788870663.164984,proxy_b,newtry97,59083d9c-0297-4014-a201-17b92b560302,reverse,74,384,0.431,,,,
1788870663.165435,proxy_b,newtry97,59083d9c-0297-4014-a201-17b92b560302,forward,94,384,0.646,,,0,searching
1788870663.166279,proxy_b,newtry97,59083d9c-0297-4014-a201-17b92b560302,reverse,75,384,1.294,,,,
1788870663.166647,proxy_b,newtry97,59083d9c-0297-4014-a201-17b92b560302,forward,95,384,1.212,,,0,searching
1788870663.166847,proxy_b,newtry97,59083d9c-0297-4014-a201-17b92b560302,reverse,76,384,0.568,,,,
1788870663.167103,proxy_b,newtry97,59083d9c-0297-4014-a201-17b92b560302,forward,96,384,0.456,,,0,searching
1788870663.167235,proxy_b,newtry97,59083d9c-0297-4014-a201-17b92b560302,reverse,77,384,0.388,,,,
1788870663.167490,proxy_b,newtry97,59083d9c-0297-4014-a201-17b92b560302,forward,97,384,0.386,,,0,searching
1788870663.167600,proxy_b,newtry97,59083d9c-0297-4014-a201-17b92b560302,reverse,78,384,0.365,,,,
1788870663.167805,proxy_b,newtry97,59083d9c-0297-4014-a201-17b92b560302,forward,98,384,0.315,,,0,searching
1788870663.167923,proxy_b,newtry97,59083d9c-0297-4014-a201-17b92b560302,reverse,79,384,0.323,,,,
1788870663.168206,proxy_b,newtry97,59083d9c-0297-4014-a201-17b92b560302,forward,99,384,0.401,,,0,searching
1788870663.168375,proxy_b,newtry97,59083d9c-0297-4014-a201-17b92b560302,reverse,80,384,0.452,,,,
1788870663.168638,proxy_b,newtry97,59083d9c-0297-4014-a201-17b92b560302,forward,100,384,0.432,,,0,searching
1788870663.168868,proxy_b,newtry97,59083d9c-0297-4014-a201-17b92b560302,reverse,81,384,0.493,,,,
1788870663.169112,proxy_b,newtry97,59083d9c-0297-4014-a201-17b92b560302,forward,101,384,0.474,,,0,searching
1788870663.169240,proxy_b,newtry97,59083d9c-0297-4014-a201-17b92b560302,reverse,82,384,0.371,,,,
1788870663.169489,proxy_b,newtry97,59083d9c-0297-4014-a201-17b92b560302,forward,102,384,0.377,,,0,searching
1788870663.169615,proxy_b,newtry97,59083d9c-0297-4014-a201-17b92b560302,reverse,83,384,0.376,,,,
1788870663.169838,proxy_b,newtry97,59083d9c-0297-4014-a201-17b92b560302,forward,103,192,0.349,,,1,searching
1788870663.251629,proxy_b,newtry97,59083d9c-0297-4014-a201-17b92b560302,forward,104,192,81.792,,,1,searching
1788870663.255139,proxy_b,newtry97,59083d9c-0297-4014-a201-17b92b560302,reverse,84,384,85.523,,,,
1788870663.256237,proxy_b,newtry97,59083d9c-0297-4014-a201-17b92b560302,forward,105,192,4.608,,,1,searching
1788870663.336794,proxy_b,newtry97,59083d9c-0297-4014-a201-17b92b560302,forward,106,192,80.557,,,1,searching
1788870663.337254,proxy_b,newtry97,59083d9c-0297-4014-a201-17b92b560302,reverse,85,384,82.115,,,,
1788870663.337587,proxy_b,newtry97,59083d9c-0297-4014-a201-17b92b560302,forward,107,192,0.793,,,1,searching
1788870663.418461,proxy_b,newtry97,59083d9c-0297-4014-a201-17b92b560302,forward,108,192,80.874,,,1,searching
1788870663.418891,proxy_b,newtry97,59083d9c-0297-4014-a201-17b92b560302,reverse,86,384,81.637,,,,
1788870663.419392,proxy_b,newtry97,59083d9c-0297-4014-a201-17b92b560302,forward,109,384,0.931,,,0,searching
1788870663.419699,proxy_b,newtry97,59083d9c-0297-4014-a201-17b92b560302,reverse,87,384,0.808,,,,
1788870663.420136,proxy_b,newtry97,59083d9c-0297-4014-a201-17b92b560302,forward,110,384,0.744,,,0,searching
1788870663.420412,proxy_b,newtry97,59083d9c-0297-4014-a201-17b92b560302,reverse,88,384,0.712,,,,
1788870663.420928,proxy_b,newtry97,59083d9c-0297-4014-a201-17b92b560302,forward,111,384,0.791,,,0,searching
1788870663.421205,proxy_b,newtry97,59083d9c-0297-4014-a201-17b92b560302,reverse,89,384,0.793,,,,
1788870663.421576,proxy_b,newtry97,59083d9c-0297-4014-a201-17b92b560302,forward,112,192,0.649,,,1,searching
1788870663.503127,proxy_b,newtry97,59083d9c-0297-4014-a201-17b92b560302,forward,113,192,81.551,,,1,searching
1788870663.503791,proxy_b,newtry97,59083d9c-0297-4014-a201-17b92b560302,reverse,90,384,82.586,,,,
1788870663.504503,proxy_b,newtry97,59083d9c-0297-4014-a201-17b92b560302,forward,114,384,1.376,,,0,searching
1788870663.504770,proxy_b,newtry97,59083d9c-0297-4014-a201-17b92b560302,reverse,91,384,0.979,,,,
1788870663.505573,proxy_b,newtry97,59083d9c-0297-4014-a201-17b92b560302,forward,115,384,1.070,,,0,searching
1788870663.505912,proxy_b,newtry97,59083d9c-0297-4014-a201-17b92b560302,reverse,92,384,1.142,,,,
1788870663.506446,proxy_b,newtry97,59083d9c-0297-4014-a201-17b92b560302,forward,116,192,0.874,,,1,searching
1788870663.587262,proxy_b,newtry97,59083d9c-0297-4014-a201-17b92b560302,forward,117,192,80.815,,,1,searching
1788870663.587741,proxy_b,newtry97,59083d9c-0297-4014-a201-17b92b560302,reverse,93,384,81.830,,,,
1788870663.588275,proxy_b,newtry97,59083d9c-0297-4014-a201-17b92b560302,forward,118,384,1.014,,,0,searching
1788870663.588685,proxy_b,newtry97,59083d9c-0297-4014-a201-17b92b560302,reverse,94,384,0.944,,,,
1788870663.589303,proxy_b,newtry97,59083d9c-0297-4014-a201-17b92b560302,forward,119,384,1.027,,,0,searching
1788870663.589571,proxy_b,newtry97,59083d9c-0297-4014-a201-17b92b560302,reverse,95,384,0.886,,,,
1788870663.590052,proxy_b,newtry97,59083d9c-0297-4014-a201-17b92b560302,forward,120,384,0.750,,,0,searching
1788870663.590876,proxy_b,newtry97,59083d9c-0297-4014-a201-17b92b560302,reverse,96,384,1.305,,,,
1788870663.591320,proxy_b,newtry97,59083d9c-0297-4014-a201-17b92b560302,forward,121,384,1.268,,,0,searching
1788870663.591666,proxy_b,newtry97,59083d9c-0297-4014-a201-17b92b560302,reverse,97,384,0.790,,,,
1788870663.592107,proxy_b,newtry97,59083d9c-0297-4014-a201-17b92b560302,forward,122,192,0.787,,,1,searching
1788870663.673771,proxy_b,newtry97,59083d9c-0297-4014-a201-17b92b560302,forward,123,192,81.664,,,1,searching
1788870663.674448,proxy_b,newtry97,59083d9c-0297-4014-a201-17b92b560302,reverse,98,384,82.782,,,,
1788870663.675088,proxy_b,newtry97,59083d9c-0297-4014-a201-17b92b560302,forward,124,192,1.318,,,1,searching
1788870663.755958,proxy_b,newtry97,59083d9c-0297-4014-a201-17b92b560302,forward,125,192,80.869,,,1,searching
1788870663.756716,proxy_b,newtry97,59083d9c-0297-4014-a201-17b92b560302,reverse,99,384,82.267,,,,
1788870663.757718,proxy_b,newtry97,59083d9c-0297-4014-a201-17b92b560302,forward,126,384,1.760,,,0,searching
1788870663.758232,proxy_b,newtry97,59083d9c-0297-4014-a201-17b92b560302,reverse,100,384,1.516,,,,
1788870663.758998,proxy_b,newtry97,59083d9c-0297-4014-a201-17b92b560302,forward,127,384,1.280,,,0,searching
1788870663.759586,proxy_b,newtry97,59083d9c-0297-4014-a201-17b92b560302,reverse,101,384,1.354,,,,
1788870663.760318,proxy_b,newtry97,59083d9c-0297-4014-a201-17b92b560302,forward,128,192,1.320,,,1,searching
1788870663.842242,proxy_b,newtry97,59083d9c-0297-4014-a201-17b92b560302,forward,129,192,81.924,,,1,searching
1788870663.844057,proxy_b,newtry97,59083d9c-0297-4014-a201-17b92b560302,reverse,102,384,84.471,,,,
1788870663.845065,proxy_b,newtry97,59083d9c-0297-4014-a201-17b92b560302,forward,130,384,2.823,,,0,searching
1788870663.845533,proxy_b,newtry97,59083d9c-0297-4014-a201-17b92b560302,reverse,103,384,1.476,,,,
1788870663.846115,proxy_b,newtry97,59083d9c-0297-4014-a201-17b92b560302,forward,131,192,1.050,,,1,searching
1788870663.926896,proxy_b,newtry97,59083d9c-0297-4014-a201-17b92b560302,forward,132,192,80.782,,,1,searching
1788870663.927495,proxy_b,newtry97,59083d9c-0297-4014-a201-17b92b560302,reverse,104,384,81.963,,,,
1788870663.928391,proxy_b,newtry97,59083d9c-0297-4014-a201-17b92b560302,forward,133,384,1.495,,,0,searching
1788870663.928937,proxy_b,newtry97,59083d9c-0297-4014-a201-17b92b560302,reverse,105,384,1.441,,,,
